,Unnamed: 0,id,source,sentence_1,sentence_2,label,binary-label,index
157,57,boostcamp-sts-v1-dev-057,petition-rtt,"여성가족부의 돌봄정책 운영실패와 방만하고 무책임한 운영에 대해 특별감사를 실시하고, 가족과 다문화정책 운영을 보건복지부로 이관해주세요!","여성가족부의 돌봄정책 운영실패와 그 소홀하고 무책임한 운영에 대해 특별감사를 실시하고, 가족 및 다문화정책 운영을 보건복지부로 이관해주세요!",4.8,1.0,57
160,58,,,제발 진짜 무한도전 ㅠ 이름처럼 계속 이어가면 좋겠어요..ㅠ,제발 진짜 무한도전이다 ㅠ 내 이름처럼 계속 이어졌으면 좋겠다.. ㅠ,4.4,1.0,58
161,58,,,제발 진짜 무한도전 ㅠ 제 이름처럼 계속 이어가면 좋겠어요.. ㅠ,제발 진짜 무한도전이다 ㅠ 내 이름처럼 계속 이어졌으면 좋겠다.. ㅠ,,,58
162,58,,,제발 진짜 무한도전 ㅠ 제 이름처럼 계속 이어가면 좋겠어요.. ㅠ,제발 진짜 무한도전이다 ㅠ 이름처럼 계속 이어졌으면 좋겠다.. ㅠ,4.4,1.0,58
163,58,boostcamp-sts-v1-dev-058,nsmc-rtt,제발 진짜 무한도전 ㅠ 이름처럼 계속 이어가면 좋겠어요..ㅠ,제발 진짜 무한도전이다 ㅠ 이름처럼 계속 이어졌으면 좋겠다.. ㅠ,4.4,1.0,58
167,59,boostcamp-sts-v1-dev-059,petition-sampled,밀양화재사건으로 인한 직원들 산재처리,산업재해로 인한 우울증을 겪다 자살한 아버지,0.0,0.0,59
164,59,,,경남 밀양화재사건으로 인한 직원들 산재처리,산업재해로 인한 우울증을 겪다 자살한 아버지,0.0,0.0,59
165,59,,,경남 밀양화재사건으로 인한 직원들 산재처리,산업재해로 인한 우울증을 겪다 자살한 피해자 아버지,,,59
166,59,,,밀양화재사건으로 인한 직원들 산재처리,산업재해로 인한 우울증을 겪다 자살한 피해자 아버지,0.0,0.0,59
171,60,,,이게 그렇게 인기라면서요. ㅋㅋ,이것은 인기가 많기기 때문입니다. ㅋ,2.4,0.0,60
170,60,boostcamp-sts-v1-dev-060,slack-rtt,이게 그렇게 인기라면서요. ㅋㅋ,이것은 인기가 많기 때문입니다. ㅋ,2.4,0.0,60
168,60,,,이게 그렇게 인기라면서요.. ㅋㅋ,이것은 인기가 많기 때문입니다. ㅋ,2.4,0.0,60
169,60,,,이게 그렇게 인기라면서요.. ㅋㅋ,이것은 인기가 많기기 때문입니다. ㅋ,,,60
172,61,,,선별적 살인제 소급적용,상가 임대시 10년 보장 소급적용,0.6,0.0,61
173,61,boostcamp-sts-v1-dev-061,petition-sampled,선별적 살인제 소급적용,상가 임대 10년 보장 소급적용,0.6,0.0,61
174,62,,,전 남북 아이스하키 단일팀 반대합니다,여자아이스하키팀 단일팀 반대합니다,3.0,1.0,62
175,62,boostcamp-sts-v1-dev-062,petition-sampled,남북 아이스하키 단일팀 반대합니다,여자아이스하키팀 단일팀 반대합니다,3.0,1.0,62
176,63,boostcamp-sts-v1-dev-063,slack-rtt,곧.. 다시 만나요!!,곧.. 또 만나요!!,4.0,1.0,63
180,64,,,"인류의 기원, 불의 사용, 자본주의에 대한 비판, 맑시즘에 대한 영화만의 해석, 자연 회기의 필요성 등 정말 한 영화에서 보여줄 수 있는 최고의 재미를 선사한다.","인류의 기원, 불의 사용, 자본주의에 대한 비판, 마르크스주의에 대한, 이 영화의 유일한 의미 해석, 그리고 자연적 재회의 존재 필요성은 진정 한 편의 영화가 실제로 보여줄 수 있는 최고의 재미를 선사한다.",4.0,1.0,64
177,64,,,"인류의 기원, 선과 불의 사용, 자본주의에 대한 비판, 맑시즘에에 대한 영화만의 해석, 자연스러운 회기의 필요성 등 정말 고요 한 영화에서 보여줄 수 있는 최고의 재미를 선사한다.","인류의 기원, 불의 사용, 자본주의에 대한 비판, 마르크스주의에 대한 이 영화의 유일한 해석, 그리고 자연적 재회의 필요성은 진정 한 편의 영화가 보여줄 수 있는 최고의 재미를 선사한다.",4.0,1.0,64
178,64,boostcamp-sts-v1-dev-064,nsmc-rtt,"인류의 기원, 불의 사용, 자본주의에 대한 비판, 맑시즘에 대한 영화만의 해석, 자연 회기의 필요성 등 정말 한 영화에서 보여줄 수 있는 최고의 재미를 선사한다.","인류의 기원, 불의 사용, 자본주의에 대한 비판, 마르크스주의에 대한 이 영화의 유일한 해석, 그리고 자연적 재회의 필요성은 진정 한 편의 영화가 보여줄 수 있는 최고의 재미를 선사한다.",4.0,1.0,64
179,64,,,"인류의 기원, 선과 불의 사용, 자본주의에 대한 비판, 맑시즘에에 대한 영화만의 해석, 자연스러운 회기의 필요성 등 정말 고요 한 영화에서 보여줄 수 있는 최고의 재미를 선사한다.","인류의 기원, 불의 사용, 자본주의에 대한 비판, 마르크스주의에 대한, 이 영화의 유일한 의미 해석, 그리고 자연적 재회의 존재 필요성은 진정 한 편의 영화가 실제로 보여줄 수 있는 최고의 재미를 선사한다.",,,64
181,65,boostcamp-sts-v1-dev-065,slack-rtt,ㅋㅋ 실습까지 ㅋㅋ,ㅎㅎ 연습까지,1.8,0.0,65
182,66,boostcamp-sts-v1-dev-066,petition-rtt,"사대강 국민들이 그렇게 반대 했는데( 제주도 무사증, 난민법 ) 사대강 처럼 됩니다.","4대강 국민이 반대했지만(제주도 무사증, 난민법) 4대강처럼 된다.",4.5,1.0,66
183,66,,,"사대강 국민들이 그렇게 반대 했는데 ( 제주도 무사증, 난민법 등 ) 사대강 반대 처럼 됩니다.","4대강은 국민이 반대했지만 ( 제주도 무사증, 난민법 ) 4대강처럼 된다.",,,66
184,66,,,"사대강 국민들이 그렇게 반대 했는데( 제주도 무사증, 난민법 ) 사대강 처럼 됩니다.","4대강은 국민이 반대했지만 ( 제주도 무사증, 난민법 ) 4대강처럼 된다.",4.5,1.0,66
185,66,,,"사대강 국민들이 그렇게 반대 했는데 ( 제주도 무사증, 난민법 등 ) 사대강 반대 처럼 됩니다.","4대강 국민이 반대했지만(제주도 무사증, 난민법) 4대강처럼 된다.",4.5,1.0,66
186,67,,,공천 이라는 제도를 나라의 주권인 국민이 꼭 가져옵시다 ~ ~,문재인 전 대통령님은 역대 대통령중에 ~ 가장 훌륭한 대통령님 입니다 ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~,,,67
187,67,,,공천 이라는 제도를 나라의 주권인 국민이 가져옵시다~~,문재인 전 대통령님은 역대 대통령중에 ~ 가장 훌륭한 대통령님 입니다 ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~,0.0,0.0,67
188,67,boostcamp-sts-v1-dev-067,petition-sampled,공천 이라는 제도를 나라의 주권인 국민이 가져옵시다~~,문재인 대통령님은 역대 대통령중에~가장 훌륭한 대통령님 입니다~~~~~~~~~~~,0.0,0.0,67
189,67,,,공천 이라는 제도를 나라의 주권인 국민이 꼭 가져옵시다 ~ ~,문재인 대통령님은 역대 대통령중에~가장 훌륭한 대통령님 입니다~~~~~~~~~~~,0.0,0.0,67
191,68,,,수능 연기로 인한 피해에 대해,수능 연기로 인한 이후 상황에 대한 종합 대책 마련,1.8,0.0,68
192,68,boostcamp-sts-v1-dev-068,petition-sampled,수능 연기로 인한 피해에 대해,수능 연기로 인한 이후 상황에 대한 대책 마련,1.8,0.0,68
190,68,,,수능 연기로 그로 인한 피해에 대해,수능 연기로 인한 이후 상황에 대한 종합 대책 마련,,,68
193,68,,,수능 연기로 그로 인한 피해에 대해,수능 연기로 인한 이후 상황에 대한 대책 마련,1.8,0.0,68
194,69,boostcamp-sts-v1-dev-069,slack-sampled,다들 환영해주셔서 감사합니다.,다들 환영해주셔서 감사합니다,5.0,1.0,69
196,70,,,이번 한 주 금메달 입니닷!,금메달 오브 금메달!,1.4,0.0,70
195,70,boostcamp-sts-v1-dev-070,slack-sampled,이번 주 금메달 입니닷!,금메달 오브 금메달!,1.4,0.0,70
197,71,,,ㅋㅋ 최신유행머리하셨군요,ㅋㅋ 정말 구매하셨군여. ㅋㅋㅋ,0.0,0.0,71
198,71,boostcamp-sts-v1-dev-071,slack-sampled,ㅋㅋ 최신유행머리하셨군요,ㅋㅋ 정말 구매하셨군여 ㅋㅋㅋ,0.0,0.0,71
199,72,boostcamp-sts-v1-dev-072,petition-sampled,식약처 개혁 청원합니다,식약처 압수수색이 필요합니다,1.5,0.0,72
200,73,,,정말 좋은 제안해주셔서 감사합니다 < PERSON > 님!,선물 발송 도와주신 < PERSON > 님들 감사합니다,,,73
201,73,,,좋은 제안해주셔서 감사합니다 <PERSON> 님!,선물 발송 도와주신 < PERSON > 님들 감사합니다,0.8,0.0,73
202,73,,,정말 좋은 제안해주셔서 감사합니다 < PERSON > 님!,선물 발송 도와주신 <PERSON> 님 감사합니다,0.8,0.0,73
203,73,boostcamp-sts-v1-dev-073,slack-sampled,좋은 제안해주셔서 감사합니다 <PERSON> 님!,선물 발송 도와주신 <PERSON> 님 감사합니다,0.8,0.0,73
204,74,,,그리고 어떤 블로그에서 이 노래 해석에 인상깊은 시를 함께 써놨길래 함께 줍줍해왔습니당,"어떤 블로그에서, 이 노래의 해석을 위해 인상적인 시를 적어서 다시 가져왔습니다.",,,74
205,74,boostcamp-sts-v1-dev-074,slack-rtt,어떤 블로그에서 이 노래 해석에 인상깊은 시를 함께 써놨길래 줍줍해왔습니당,어떤 블로그에서 이 노래의 해석을 위해 인상적인 시를 적어서 가져왔습니다.,3.2,1.0,74
206,74,,,어떤 블로그에서 이 노래 해석에 인상깊은 시를 함께 써놨길래 줍줍해왔습니당,"어떤 블로그에서, 이 노래의 해석을 위해 인상적인 시를 적어서 다시 가져왔습니다.",3.2,1.0,74
207,74,,,그리고 어떤 블로그에서 이 노래 해석에 인상깊은 시를 함께 써놨길래 함께 줍줍해왔습니당,어떤 블로그에서 이 노래의 해석을 위해 인상적인 시를 적어서 가져왔습니다.,3.2,1.0,74
208,75,boostcamp-sts-v1-dev-075,petition-rtt,위대하신 문대통령님!,위대한 문재인 대통령!,4.8,1.0,75
210,76,,,문재인 대통령을 하야시켜주세요,문재인 대통령을 향한 사퇴를 청원합니다.,3.0,1.0,76
209,76,boostcamp-sts-v1-dev-076,petition-sampled,문재인 대통령을 하야시켜주세요,문재인 대통령을 사퇴를 청원합니다.,3.0,1.0,76
211,77,boostcamp-sts-v1-dev-077,slack-sampled,다음에 또 뵐게요~~,다음에 또 뵐게요~~~,5.0,1.0,77
212,78,,,살기 딱 좋은 나라 만들어주세요....,부동산 불로소득 없는 부자 나라를 만들어 주세요 ~ ~ ~ ^,,,78
213,78,,,살기 좋은 나라 만들어주세요....,부동산 불로소득 없는 부자 나라를 만들어 주세요 ~ ~ ~ ^,1.0,0.0,78
214,78,,,살기 딱 좋은 나라 만들어주세요....,부동산 불로소득 없는 나라를 만들어 주세요~~~^,1.0,0.0,78
215,78,boostcamp-sts-v1-dev-078,petition-sampled,살기 좋은 나라 만들어주세요....,부동산 불로소득 없는 나라를 만들어 주세요~~~^,1.0,0.0,78
216,79,boostcamp-sts-v1-dev-079,slack-sampled,진짜 대박입니다 ㅋㅋㅋ,냥이는 대박. ㅋㅋ,1.8,0.0,79
217,80,,,"클라이밍 체험기를 공유했는데요, 저는 정말 그 실내 센터의 알량한 높이마저도 조금..ㅋㅋ 무서웠습니다..",등반 경험담을 공유했는데 실내 센터의 낮은 높이에서도 정말 너무 무서웠어요.. ㅋㅋㅋㅋ,4.2,1.0,80
218,80,boostcamp-sts-v1-dev-080,slack-rtt,"클라이밍 체험기를 공유했는데요, 저는 정말 그 실내 센터의 알량한 높이마저도 조금..ㅋㅋ 무서웠습니다..",등반 경험담을 공유했는데 실내 센터의 낮은 높이에서도 정말 무서웠어요..ㅋㅋㅋㅋ,4.2,1.0,80
219,80,,,"클라이밍과 체험기를 공유했는데요, 저는. 정말 그 실내 센터의 알량한 높이마저도 조금.. ㅋㅋ 무서웠습니다..",등반 경험담을 공유했는데 실내 센터의 낮은 높이에서도 정말 너무 무서웠어요.. ㅋㅋㅋㅋ,,,80
220,80,,,"클라이밍과 체험기를 공유했는데요, 저는. 정말 그 실내 센터의 알량한 높이마저도 조금.. ㅋㅋ 무서웠습니다..",등반 경험담을 공유했는데 실내 센터의 낮은 높이에서도 정말 무서웠어요..ㅋㅋㅋㅋ,4.2,1.0,80
224,81,boostcamp-sts-v1-dev-081,slack-rtt,와- 뮤직페스티벌 가는 거 고려해볼 수 있는 세상이 다시 오다니~~~,와우~ 가요대축제가 생각나는 세상이 돌아온다~~~,1.8,0.0,81
223,81,,,와 - 뮤직페스티벌 가는 그런 거 고려해볼 수 있는 세상이 다시 오다니 ~ ~ ~ ~,와우~ 가요대축제가 생각나는 세상이 돌아온다~~~,1.8,0.0,81
221,81,,,와- 뮤직페스티벌 가는 거 고려해볼 수 있는 세상이 다시 오다니~~~,~ 와우 ~ 가요대축제가 생각나는 세상이 돌아온다 ~ ~ ~,1.8,0.0,81
222,81,,,와 - 뮤직페스티벌 가는 그런 거 고려해볼 수 있는 세상이 다시 오다니 ~ ~ ~ ~,~ 와우 ~ 가요대축제가 생각나는 세상이 돌아온다 ~ ~ ~,,,81
225,82,boostcamp-sts-v1-dev-082,nsmc-sampled,혹시나 했는데 역시나 OOO...,혹시나 했는데 역시나..,3.8,1.0,82
226,82,,,. 혹시나 했는데 역시나 OOO...,혹시나 했는데 역시나..,3.8,1.0,82
227,83,,,꼭 가보고 싶어졌습니다. ㅎㅎ,정말 가고 싶었습니다.,3.2,1.0,83
228,83,boostcamp-sts-v1-dev-083,slack-rtt,꼭 가보고 싶어졌습니다 ㅎㅎ,정말 가고 싶었습니다.,3.2,1.0,83
229,84,,,국토부가 초래한 양 진에의 손실과 불이익을 책임져야합니다,진에게 입힌 손실과 불이익은 국토교통부가 책임져야 한다.,4.4,1.0,84
230,84,,,국토부가 초래한 진에의 손실과 불이익을 책임져야합니다,진에게 입힌 재정 손실과 불이익은 국토교통부가 책임져야 한다.,4.4,1.0,84
231,84,boostcamp-sts-v1-dev-084,petition-rtt,국토부가 초래한 진에의 손실과 불이익을 책임져야합니다,진에게 입힌 손실과 불이익은 국토교통부가 책임져야 한다.,4.4,1.0,84
232,84,,,국토부가 초래한 양 진에의 손실과 불이익을 책임져야합니다,진에게 입힌 재정 손실과 불이익은 국토교통부가 책임져야 한다.,,,84
234,85,,,무단횡단 법 더욱 많이 강회시켜주세요,무단횡단 처벌을 더욱 강화하여 주십시요.,,,85
236,85,,,무단횡단 법 더욱 강회시켜주세요,무단횡단 처벌을 더욱 강화하여 주십시요.,4.2,1.0,85
233,85,,,무단횡단 법 더욱 많이 강회시켜주세요,무단횡단 처벌을 강화하여 주십시요.,4.2,1.0,85
235,85,boostcamp-sts-v1-dev-085,petition-sampled,무단횡단 법 더욱 강회시켜주세요,무단횡단 처벌을 강화하여 주십시요.,4.2,1.0,85
237,86,boostcamp-sts-v1-dev-086,nsmc-sampled,복잡해서 이해가 안되는여오하,이해하기어렵고저한텐별로,2.2,0.0,86
238,87,,,"좀 신박하긴한데, 마마가 날뛸때 웃으면서봄",좀 더 지루할지도 모르지만 난 딱 이정도로 봤다,,,87
239,87,,,"좀 신박하긴한데, 마마가 날뛸때 웃으면서봄",좀 지루할지도 모르지만 난 딱 이정도로 봤다,0.0,0.0,87
240,87,,,좀 신박하긴한데 마마가 날뛸때 웃으면서봄,좀 더 지루할지도 모르지만 난 딱 이정도로 봤다,0.0,0.0,87
241,87,boostcamp-sts-v1-dev-087,nsmc-sampled,좀 신박하긴한데 마마가 날뛸때 웃으면서봄,좀 지루할지도 모르지만 난 딱 이정도로 봤다,0.0,0.0,87
242,88,,,국가고시 가산점 폐지,518 공무원 가산제도 폐지,2.4,0.0,88
243,88,boostcamp-sts-v1-dev-088,petition-sampled,국가고시 가산점 폐지,518 공무원 가산제 폐지,2.4,0.0,88
244,89,boostcamp-sts-v1-dev-089,slack-sampled,와 사진.. 멋져요!!ㅎㅎ,와..오랜만에 사진열어보니.. 너무 다시 가고싶네요!!ㅎㅎ,1.4,0.0,89
245,89,,,와 사진.. 멋져요!!ㅎㅎ,와.. 오랜만에 사진열어보니.. 너무 다시 또 가고싶네요!! ㅎㅎ,1.4,0.0,89
246,90,boostcamp-sts-v1-dev-090,petition-sampled,청소년보호법 개정해주세요,청소년 보호법 개정해주세요,5.0,1.0,90
247,91,,,이렇게 모든 면에서 완벽한 영화는 본 적이 없다.,이제까지 본 영화중 최악의 흥행 영화로 손색이 없다.,1.0,0.0,91
248,91,,,이렇게 모든 모든 면에서 완벽한 영화는 본 적이 없다.,이제까지 본 영화중 최악의 영화로 손색이 없다.,1.0,0.0,91
249,91,,,이렇게 모든 모든 면에서 완벽한 영화는 본 적이 없다.,이제까지 본 영화중 최악의 흥행 영화로 손색이 없다.,,,91
250,91,boostcamp-sts-v1-dev-091,nsmc-sampled,이렇게 모든 면에서 완벽한 영화는 본 적이 없다.,이제까지 본 영화중 최악의 영화로 손색이 없다.,1.0,0.0,91
251,92,boostcamp-sts-v1-dev-092,petition-sampled,부산청소년폭행 강력하게 처벌을 청원합니다,부산여중생 가해학생들 강력한 처벌을 청원합니다.,3.5,1.0,92
252,92,,,부산청소년폭행 강력하게 처벌을 청원합니다,부산여중생 가해학생들에 강력한 처벌을 청원합니다.,3.5,1.0,92
253,92,,,부산청소년폭행 강력하게 강력 처벌을 청원합니다,부산여중생 가해학생들에 강력한 처벌을 청원합니다.,,,92
254,92,,,부산청소년폭행 강력하게 강력 처벌을 청원합니다,부산여중생 가해학생들 강력한 처벌을 청원합니다.,3.5,1.0,92
255,93,boostcamp-sts-v1-dev-093,nsmc-sampled,편에 이어서 요게 갑인듯....,d 입체효과는 갑인듯....,1.4,0.0,93
256,93,,,편에 이어서는 요게 갑인듯....,d 입체효과는 갑인듯....,1.4,0.0,93
260,94,,,청와대 청원 사이트 청원시스템 개선청원,청와대 홈페이지 청원 게시판 제도 개선 청원,,,94
259,94,,,청와대 사이트 청원시스템 개선청원,청와대 홈페이지 청원 게시판 제도 개선 청원,4.8,1.0,94
257,94,boostcamp-sts-v1-dev-094,petition-rtt,청와대 사이트 청원시스템 개선청원,청와대 홈페이지 청원 제도 개선 청원,4.8,1.0,94
258,94,,,청와대 청원 사이트 청원시스템 개선청원,청와대 홈페이지 청원 제도 개선 청원,4.8,1.0,94
